Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
3,3,0.5517751479289941,0.36517457342199605,0.47765596929609666,0.4134678512962979,0.45096284992104846,0.6787518945527458,1253.9741729081857
