Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
4,3,0.5269461077844312,0.34594202898550724,0.4642094017094018,0.3945480631276901,0.46373356303336977,0.6875640983423223,650.1222658385528
