Component1,Component2,Cluster,Classe,Similarity
109.63461092150578,43.42813774000916,0,1,0.4762080634739857
305.4451914427898,-31.106969951891756,2,1,0.052491750740070287
232.72274611075932,60.78868411676598,0,-1,0.1603999331338014
382.05042835651557,32.27854856323319,2,-1,0.30051608125236096
497.8823463473477,50.463034362374515,2,1,0.6592550998683485
672.6880618072576,30.846844365143,2,1,0.6725562879012473
673.1733305932319,26.927063790557156,2,-1,0.6872577402819827
68.10423810433804,28.02617773684881,0,-1,0.558838840582217
-97.82677181827285,8.906060437208055,0,1,0.3281889573199318
650.4307889026657,-18.859927490095004,2,1,0.7239888364235799
546.9410289330708,-28.276193594226072,2,-1,0.8552378122816177
317.2649408390391,68.35498208711937,2,-1,0.07722914031239969
604.2478950082939,51.21973667273761,2,1,0.7857770909976537
689.3841179139654,44.96307296054732,2,1,0.6377774803289448
639.4702696273814,33.040931218754565,2,-1,0.7473137902806367
60.475491506247636,6.814225558740532,0,-1,0.7359501029361234
222.8970101793161,14.05893960865626,0,1,0.20706705997214547
633.2082814960556,-27.041960077013073,2,1,0.7684676529754776
-380.8074009103658,25.40416696528206,1,-1,0.8557028541843973
-138.75607257357842,107.25861370961996,0,-1,0.1546594610237665
-158.11197757675484,-7.002164618231404,0,2,0.14945629125680004
-351.3798501502341,-53.594525532321086,1,2,0.7740741579208484
55.06954358557232,46.08085234353587,0,-1,0.631732895277953
178.79957857943782,34.41042619996102,0,-1,0.3208335011237021
289.4780163356136,61.36059586515535,0,1,0.017121180598366537
448.2275466733597,23.481081522539057,2,1,0.5393911977560145
96.85420676956892,38.07584113780052,0,-1,0.5377066494723372
64.74844564644718,81.83360517682786,0,-1,0.5435053567092992
-17.133781754120946,37.552499357957686,0,1,0.5032860457570129
366.848547760831,7.589907613451146,2,1,0.23799851180829934
284.5329872472248,-11.02003500004821,0,-1,0.032320177799625815
248.85132479642243,7.215461529608717,0,-1,0.12776908774462525
42.96632957064094,11.70343987257769,0,1,0.6098165020966776
