Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
4,2,0.6474358974358975,0.684201266713582,0.678699436763953,0.6470733412858377,0.5773356226627632,0.6167293670742156,1062.564442924234
