Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
3,3,0.6426426426426426,0.4115961199294533,0.4696168281400017,0.4327718771233416,0.4498548481331976,0.7022867963891866,588.290146091289
