Component1,Component2,Cluster,Classe,Similarity
9.736927002800485,-1.5915365675924704,0,1,0.6654890680938255
-208.6908020765842,-8.862375973265728,2,1,0.1721675478986635
-163.38128534800126,-32.53315164769401,0,1,0.04762837048476398
64.17352189289181,45.98421336893733,0,-1,0.6802781550380763
188.03123337767647,36.0080733119554,0,1,0.32361999152174303
298.45809751407955,61.90662967744305,1,1,0.05883389301995923
457.5771872114635,27.068762049898794,1,1,0.7020079116280074
106.0028530866532,39.55489714351671,0,-1,0.5788175442233798
73.4714040405322,81.18263729219393,0,1,0.5829983079437653
-9.134044080109106,22.885925028285556,0,1,0.4872625747597694
375.2948126773524,-4.784865367831344,1,1,0.35105557877577787
293.1228263931498,-22.125109184516646,1,-1,0.048257491134201524
257.21747824997306,-4.678989580961456,0,1,0.0820991408412679
51.23106244499559,-1.4594707328619734,0,1,0.6147514340612676
-135.93079996919255,-23.83491206009421,0,1,0.13910221655505417
322.454546841672,-23.45096856299125,1,-1,0.1750903231119807
222.66940604093156,-43.65262923462484,0,1,0.20852481324088434
251.2709073856588,-50.48663797722628,0,1,0.10615437618806012
-89.9046051948128,-24.9284648394638,0,1,0.31460984908835843
-151.01097790474523,-45.18984083151764,0,-1,0.07671104007255614
563.1551677955513,60.1916082523299,1,2,0.5726355339353058
229.50889795037006,89.8697383142096,0,2,0.14228921991846488
238.6038605736328,87.31347191439284,0,2,0.11841594912602349
1713.5227105283864,58.753125320521576,1,-1,0.03138791217122916
-190.51701815593242,35.19382140498567,2,2,0.07183069355615146
824.9451107419177,52.0512381422584,1,2,0.3770902426751441
0.12492668731215417,62.23803315310761,0,2,0.5375464269839385
-94.66793203827615,86.13591685098908,0,-1,0.22697950889701657
-110.43667283027094,101.46626278427817,0,2,0.16968531723792002
69.95854635647288,45.638377324263274,0,2,0.5652725421608953
313.1055010336438,-60.082249714295415,1,2,0.11938134193005023
-494.51727209579144,-62.010858181093965,2,-1,0.6469541973345627
-736.6993131109934,-93.65580738169837,2,2,0.2979029177817041
785.7369984731504,-27.321118003722745,1,2,0.42083127994126857
191.11225482567284,87.99847279873279,0,2,0.24462946677042785
74.27838820592115,87.86426871272641,0,-1,0.45516852878887226
124.13865974862574,83.76683750280637,0,2,0.41447598948649067
-192.39723075601444,47.627870323997286,2,2,0.0836771887514538
-671.593602520529,13.020952395751578,2,1,0.4148133949814028
-222.85724657065714,9.418912125261727,2,-1,0.22412481106313353
-468.7956189890691,5.335219388471444,2,1,0.7072792349659311
-536.1135894515196,-39.81876714520479,2,1,0.6238379294434269
-440.7310488927752,28.706399566657353,2,1,0.8069061463588254
-149.33042553101245,26.67546588601931,0,-1,0.10684579718265041
-160.09539576544705,109.97224838661964,0,1,0.035895687678754284
-367.3000016632051,114.37143266372834,2,1,0.5807290485708176
-282.5820124925049,64.51559940809364,2,1,0.45424265786402795
-347.6851843616058,52.02520687332077,2,-1,0.7051146510664386
-397.40725757151245,34.14740813263444,2,1,0.8382262462207213
