Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
9,3,0.5822784810126582,0.5883395357079567,0.6017893217893218,0.5747126436781609,0.4342202884437816,0.7435732173032791,523.0755353593944
