Algorithm,Scenario,Perc,Chunk,Accuracy,Precision,Recall,F1_Macro,Kappa,Time_s,Predictions_OK
OSNN,chunks_scenario_2,25,9,0.5079825834542816,0.3364779874213837,0.4150320512820513,0.3508937542093118,0.129395495851442,290.2631220817566,True
SLEADE,chunks_scenario_2,25,1,0.7816091954022989,0.829849012775842,0.7805555555555556,0.7639498050682261,0.670059880239521,5.967769145965576,True
SLEADE,chunks_scenario_2,25,10,0.8116883116883117,0.7989132925897632,0.7706820199829053,0.7788323630188497,0.698350858612603,62.72872281074524,True
SLEADE,chunks_scenario_2,25,2,0.7183908045977011,0.6913519430760809,0.6846161712705662,0.6859795565534271,0.5540561744861132,12.937002658843994,True
SLEADE,chunks_scenario_2,25,3,0.7471698113207547,0.729244216578992,0.7139224411951685,0.7194092791507384,0.6004185983706171,19.839184761047363,True
SLEADE,chunks_scenario_2,25,4,0.7619047619047619,0.7376688211941668,0.7189890206540381,0.7247398123004892,0.6182360460161909,25.51437258720398,True
SLEADE,chunks_scenario_2,25,5,0.7950617283950617,0.7607464181234672,0.7368034091147638,0.7456663845349755,0.6624254353371226,31.14934253692627,True
SLEADE,chunks_scenario_2,25,6,0.7635574837310195,0.7426785408028409,0.716465748182166,0.7224419225759293,0.6246657404502607,36.238919496536255,True
SLEADE,chunks_scenario_2,25,7,0.7802197802197802,0.7616722328136761,0.7350657001708297,0.7414331555658952,0.6510011345659088,43.2813663482666,True
SLEADE,chunks_scenario_2,25,8,0.7993680884676145,0.7832312671147624,0.7543065985259352,0.7626119001087396,0.6793926922064559,50.39005708694458,True
SLEADE,chunks_scenario_2,25,9,0.8026124818577649,0.7869873767352479,0.7568520613373554,0.7645368258575805,0.682459428044718,55.50550317764282,True
OSNN,chunks_scenario_2,25,1,0.6781609195402298,0.4776576576576576,0.6333333333333333,0.5217339737887683,0.5067827495444421,18.10536289215088,True
OSNN,chunks_scenario_2,25,10,0.5168831168831168,0.3449452843025334,0.4341550730693242,0.3691049249080984,0.1571922886801779,269.27639293670654,True
OSNN,chunks_scenario_2,25,2,0.5862068965517241,0.3669609079445146,0.5222013758599124,0.4307261366084895,0.3133084849813637,58.47696614265442,True
OSNN,chunks_scenario_2,25,3,0.5132075471698113,0.3251996450754215,0.443526170798898,0.3710713868442575,0.1851984268859492,95.5480411052704,True
OSNN,chunks_scenario_2,25,4,0.5267857142857143,0.3350869953923389,0.4432502720059443,0.3745931204363508,0.1830193295816002,114.28103423118591,True
OSNN,chunks_scenario_2,25,5,0.5333333333333333,0.3321454967796431,0.4452841278837878,0.3746627243791705,0.1681157215206381,140.36540341377258,True
OSNN,chunks_scenario_2,25,6,0.4685466377440347,0.3051722582972583,0.4107985712463324,0.3326376099856762,0.1129671952186853,160.1752314567566,True
OSNN,chunks_scenario_2,25,7,0.4706959706959707,0.3090442291982728,0.4094325068870523,0.3361712361712362,0.1090068266901564,178.66535305976868,True
OSNN,chunks_scenario_2,25,8,0.4849921011058452,0.3209776334776335,0.4156570133963751,0.345468675274988,0.1174493199897356,214.26952624320984,True
OSNN,chunks_scenario_2,25,9,0.5065312046444121,0.3359420289855072,0.4182371794871795,0.3549824276831576,0.1311024235365682,232.77435612678528,True
OSNN,chunks_scenario_2,50,1,0.6666666666666666,0.4775058115684398,0.6213991769547325,0.5128340986694925,0.4899681609137313,22.28791284561157,True
OSNN,chunks_scenario_2,50,10,0.5120364346128823,0.3319303134667122,0.4331678046761846,0.3658471449499563,0.1573150753427211,308.2660367488861,True
OSNN,chunks_scenario_2,50,2,0.5706051873198847,0.3573531690686502,0.508641975308642,0.419589324560938,0.29223419255041,69.35174775123596,True
OSNN,chunks_scenario_2,50,3,0.5274102079395085,0.3392206755475727,0.4590645100855555,0.3848179403031723,0.2113423579223566,117.44526934623718,True
OSNN,chunks_scenario_2,50,4,0.5380029806259314,0.3479708197681428,0.45780173704702,0.3876402892984951,0.2059595975019468,141.99738812446594,True
OSNN,chunks_scenario_2,50,5,0.546353522867738,0.3480779940551675,0.4613105089768446,0.3897234005757825,0.1930448726659962,187.2550144195557,True
OSNN,chunks_scenario_2,50,6,0.4826086956521739,0.3196451709359114,0.428462984384037,0.3484983267674842,0.1404873031886288,211.26376008987427,True
OSNN,chunks_scenario_2,50,7,0.4568807339449541,0.2870254266805991,0.3999977734917494,0.3246241037595148,0.0973211163181086,234.32874274253845,True
OSNN,chunks_scenario_2,50,8,0.4766429136975455,0.2991499089281871,0.4111788617886179,0.3373974568750895,0.1156333520833133,266.0815236568451,True
OSNN,chunks_scenario_2,50,9,0.509090909090909,0.3260024505315299,0.4278767761472164,0.3608569094196774,0.149831225754446,276.5272560119629,True
SLEADE,chunks_scenario_2,50,1,0.8505747126436781,0.8401875901875903,0.8508639691186716,0.8388122768979948,0.7712609970674487,5.519061088562012,True
SLEADE,chunks_scenario_2,50,10,0.8536109303838647,0.8469733468368065,0.8233353314427365,0.8313040959485566,0.7669355452862449,54.56994819641113,True
SLEADE,chunks_scenario_2,50,2,0.8126801152737753,0.7983759783970336,0.7941651969429747,0.7961641373959991,0.7050168711255265,12.05890130996704,True
SLEADE,chunks_scenario_2,50,3,0.8260869565217391,0.8214617648389134,0.8035662530604141,0.8096162085682286,0.7270795130185114,18.07718062400818,True
SLEADE,chunks_scenario_2,50,4,0.8330849478390462,0.8244967046086943,0.8036910855606383,0.810544150214927,0.7345521592008872,22.621049404144287,True
SLEADE,chunks_scenario_2,50,5,0.8516687268232386,0.836406666742438,0.8113990029070521,0.821201799978157,0.7577711351421486,27.118029356002808,True
SLEADE,chunks_scenario_2,50,6,0.8217391304347826,0.8173972871362113,0.7871523421275398,0.7965184355558687,0.71866072960253,31.080431699752808,True
SLEADE,chunks_scenario_2,50,7,0.8330275229357799,0.8286709820967966,0.8001885342246787,0.8090281345184908,0.7364775020224468,38.00641751289368,True
SLEADE,chunks_scenario_2,50,8,0.8487727632620744,0.8424479967233802,0.8155971619967683,0.8248090013843802,0.7598209058650641,44.36466932296753,True
SLEADE,chunks_scenario_2,50,9,0.850909090909091,0.8448679006486316,0.8179268871009476,0.8266000335916693,0.761777991878267,48.35048151016235,True
OSNN,chunks_scenario_2,50,1,0.6666666666666666,0.4775058115684398,0.6213991769547325,0.5128340986694925,0.4899681609137313,17.989173412322998,True
OSNN,chunks_scenario_2,50,10,0.4951203643461288,0.3179515574864411,0.388829402027726,0.3164984993137565,0.0950543743403796,1558.081425189972,True
OSNN,chunks_scenario_2,50,2,0.5677233429394812,0.3550185398286664,0.5065843621399176,0.4173767752715121,0.289080106535546,53.89672493934631,True
OSNN,chunks_scenario_2,50,3,0.5330812854442344,0.3441378066378066,0.4687129207518891,0.3930317284633831,0.2246899661781285,1484.809007883072,True
OSNN,chunks_scenario_2,50,4,0.5305514157973175,0.3413110758326518,0.4577019067585104,0.3864570543289669,0.2007676019057702,1509.8203692436218,True
OSNN,chunks_scenario_2,50,5,0.5438813349814586,0.3405924086987209,0.4659447360539714,0.3900469308324293,0.199611228785157,1547.306171655655,True
OSNN,chunks_scenario_2,50,6,0.4782608695652174,0.3124818637814534,0.427422723475355,0.3472460576025941,0.1377896487898596,1548.7227294445038,True
OSNN,chunks_scenario_2,50,7,0.4788990825688073,0.3123828342706591,0.4121099783750386,0.3350951392154899,0.1202107674424552,1550.5983819961548,True
OSNN,chunks_scenario_2,50,8,0.4869358669833729,0.3152324515592692,0.4047038327526133,0.3300592628026256,0.111157448888165,1553.9046185016632,True
OSNN,chunks_scenario_2,50,9,0.5010909090909091,0.3204617654829335,0.3960614178119419,0.3261836771445477,0.1070963711146977,1555.450750350952,True
OSNN,chunks_scenario_2,75,1,0.6730769230769231,0.4793697205977907,0.6305555555555555,0.5189261031366295,0.5011737089201878,23.430487632751465,True
OSNN,chunks_scenario_2,75,10,0.5323772272924815,0.3641698822536819,0.4573762061170042,0.3912530362436084,0.1903443399913078,324.7023103237152,True
OSNN,chunks_scenario_2,75,2,0.5664739884393064,0.3531832486080852,0.5092503930678204,0.4169853314313341,0.2895601387114437,72.16752004623413,True
OSNN,chunks_scenario_2,75,3,0.5227272727272727,0.3359827562979927,0.4629891028174581,0.3862844814301125,0.2121870797796894,119.01139783859252,True
OSNN,chunks_scenario_2,75,4,0.5328685258964143,0.3438655283385197,0.4644453278402178,0.390983311996047,0.2088205297089674,141.32309889793396,True
OSNN,chunks_scenario_2,75,5,0.5441783649876135,0.3469580298300381,0.4719606612261979,0.3956915829727548,0.2010488988116224,171.30053567886353,True
OSNN,chunks_scenario_2,75,6,0.485838779956427,0.3275141748731722,0.4427064605058133,0.3623276384208182,0.1539324701833131,192.61413407325745,True
OSNN,chunks_scenario_2,75,7,0.4816176470588235,0.3236610802153873,0.4294831143993154,0.3539556404147999,0.1358237037092673,214.1637823581696,True
OSNN,chunks_scenario_2,75,8,0.5002644103648863,0.339204528175653,0.4416319913030439,0.369281281325347,0.1522379888580893,256.93346333503723,True
OSNN,chunks_scenario_2,75,9,0.5189504373177842,0.3510005816854543,0.437537928994731,0.3729246487867177,0.1594989220537166,278.4958956241608,True
SLEADE,chunks_scenario_2,75,1,0.8846153846153846,0.8738075676662559,0.8819716775599128,0.8736998909261467,0.8226627864678064,3.308270215988159,True
SLEADE,chunks_scenario_2,75,10,0.8639721860060843,0.8535141461913222,0.8353930181818977,0.8422285907039128,0.7841559803028655,34.98784351348877,True
SLEADE,chunks_scenario_2,75,2,0.8574181117533719,0.8416286211330459,0.8351161537161899,0.8381237439643012,0.7751062808155809,7.304397583007812,True
SLEADE,chunks_scenario_2,75,3,0.8560606060606061,0.8471806818984057,0.8361073410161476,0.8401318074408649,0.7752615452013332,11.990253448486328,True
SLEADE,chunks_scenario_2,75,4,0.8555776892430279,0.8414604358402514,0.8284503490950987,0.8333049920017754,0.7715098275258616,15.271132946014404,True
SLEADE,chunks_scenario_2,75,5,0.8728323699421965,0.852598148276194,0.835528124041848,0.8427827602421756,0.7934591445721754,18.223888635635376,True
SLEADE,chunks_scenario_2,75,6,0.8416848220769789,0.8338610400679195,0.807681363496365,0.816286087250449,0.7506503992105499,20.98235821723938,True
SLEADE,chunks_scenario_2,75,7,0.8504901960784313,0.8421176695371826,0.8186485122239312,0.8266212597784409,0.764606015608282,25.04221105575561,True
SLEADE,chunks_scenario_2,75,8,0.8635642517186674,0.8543089993278197,0.8320839319141528,0.8402722742118781,0.783891553760895,29.080882787704468,True
SLEADE,chunks_scenario_2,75,9,0.8634596695821186,0.8544582248027003,0.8320852646039514,0.8397405543960123,0.7825756917805207,31.650615692138672,True
OSNN,chunks_scenario_2,75,1,0.6730769230769231,0.4793697205977907,0.6305555555555555,0.5189261031366295,0.5011737089201878,18.299235105514526,True
OSNN,chunks_scenario_2,75,10,0.5388961321164711,0.3684506680564053,0.4614089098784953,0.3945133806898959,0.2005039911580499,265.9280273914337,True
OSNN,chunks_scenario_2,75,2,0.5684007707129094,0.355564037614074,0.5120993959168233,0.4195681851847403,0.2921836757059532,64.53195714950562,True
OSNN,chunks_scenario_2,75,3,0.5429292929292929,0.3495256083148326,0.4764929516496339,0.3981547010563287,0.2408289068830198,99.72290992736816,True
OSNN,chunks_scenario_2,75,4,0.5517928286852589,0.3569271050456736,0.4779492368665148,0.4030543740070722,0.237589310725387,115.14973711967468,True
OSNN,chunks_scenario_2,75,5,0.5598678777869529,0.3587220414277596,0.4826228385550419,0.4059689453518855,0.2249009005114386,146.59947037696838,True
OSNN,chunks_scenario_2,75,6,0.4938271604938271,0.3324737498295443,0.4447386486221438,0.3629076896128919,0.1631449258681846,163.86656498908997,True
OSNN,chunks_scenario_2,75,7,0.4914215686274509,0.3307978434404647,0.4356258493130001,0.3586249199914658,0.1497737851938517,182.923091173172,True
OSNN,chunks_scenario_2,75,8,0.508725542041248,0.3456851531087288,0.447046971060129,0.3737937689550593,0.1646779847346828,216.63292837142944,True
OSNN,chunks_scenario_2,75,9,0.5272108843537415,0.3577332758022623,0.4430508239400876,0.377652312634628,0.1722517231372881,231.8375642299652,True
HAT,chunks_scenario_3,100,1,0.7930489731437599,0.7687166842556161,0.7718946244756385,0.7636255084787039,0.6779726838133925,0.0619969367980957,True
HAT,chunks_scenario_3,100,2,0.7970890410958904,0.7701788590751936,0.7838406999056818,0.7727466338641847,0.6850605836509471,0.6167337894439697,True
HAT,chunks_scenario_3,100,3,0.8183297180043384,0.7940338831057551,0.8057945823815018,0.7978149683421766,0.717187495707956,1.1591293811798096,True
HAT,chunks_scenario_3,100,4,0.8299794661190965,0.8070283758944838,0.8164679231230094,0.8106613299112405,0.736028154483062,1.740128517150879,True
HAT,chunks_scenario_3,100,5,0.835509138381201,0.8129593399713659,0.8194972041954237,0.8157821483233461,0.7439059215918186,2.305082082748413,True
OzaBoostADWIN,chunks_scenario_3,100,1,0.8151658767772512,0.7973041551715556,0.8035926702943028,0.7917523580223929,0.7127926907773805,0.6818811893463135,True
OzaBoostADWIN,chunks_scenario_3,100,2,0.7945205479452054,0.7741433889962295,0.7917745140536168,0.7764337424657847,0.6829088408164373,1.6786892414093018,True
OzaBoostADWIN,chunks_scenario_3,100,3,0.8080260303687635,0.7882113701746695,0.8063649734969557,0.7925270820507694,0.7042145538314868,2.8563060760498047,True
OzaBoostADWIN,chunks_scenario_3,100,4,0.8229979466119096,0.8044194687486135,0.8187484159481658,0.8088840397318325,0.7269606947863447,3.783423185348511,True
OzaBoostADWIN,chunks_scenario_3,100,5,0.8257180156657964,0.8065717861944277,0.8170500497883006,0.8102418732043138,0.7300967785995707,4.865700721740723,True
SRP,chunks_scenario_3,100,1,0.8925750394944708,0.8686725805968717,0.8766215229735277,0.8713978064482896,0.8306780901130544,0.3069987297058105,True
SRP,chunks_scenario_3,100,2,0.875,0.8546475230748651,0.8566781405303038,0.8556330958524381,0.8022662022328075,1.0169365406036377,True
SRP,chunks_scenario_3,100,3,0.8855748373101953,0.8685541802928068,0.8724346021722793,0.8704123421627451,0.819958872491768,1.902806520462036,True
SRP,chunks_scenario_3,100,4,0.8944558521560575,0.8818756069230546,0.8823537732241343,0.882108283125879,0.8344594308617913,2.769204378128052,True
SRP,chunks_scenario_3,100,5,0.8978459530026109,0.8843748919214232,0.8854104431290825,0.884887007791931,0.8399756517479114,3.6829988956451416,True
SRP,chunks_scenario_3,100,1,0.8925750394944708,0.8686725805968717,0.8766215229735277,0.8713978064482896,0.8306780901130544,0.8441741466522217,True
SRP,chunks_scenario_3,100,2,0.875,0.8546475230748651,0.8566781405303038,0.8556330958524381,0.8022662022328075,1.5328385829925537,True
SRP,chunks_scenario_3,100,3,0.8855748373101953,0.8685541802928068,0.8724346021722793,0.8704123421627451,0.819958872491768,2.716603994369507,True
SRP,chunks_scenario_3,100,4,0.8944558521560575,0.8818756069230546,0.8823537732241343,0.882108283125879,0.8344594308617913,3.8258614540100098,True
SRP,chunks_scenario_3,100,5,0.8978459530026109,0.8843748919214232,0.8854104431290825,0.884887007791931,0.8399756517479114,4.683022499084473,True
OSNN,chunks_scenario_3,25,1,0.5660377358490566,0.3721729021348552,0.5483829895594602,0.4299242424242424,0.327180179075187,68.88525199890137,True
OSNN,chunks_scenario_3,25,2,0.3924914675767918,0.2546952795109347,0.394998205097523,0.303875968992248,0.0604914252774173,114.62828946113586,True
OSNN,chunks_scenario_3,25,3,0.329004329004329,0.2390779333550418,0.3688271604938271,0.2606430800148078,0.0322188285536664,177.96562910079956,True
OSNN,chunks_scenario_3,25,4,0.3114754098360656,0.2394533087304171,0.3636417951212851,0.2437668536674345,0.0289937464468448,204.60779428482056,True
OSNN,chunks_scenario_3,25,5,0.2994791666666667,0.2393360818690042,0.3582114535601448,0.2287336073595615,0.0237595690388432,230.98108410835263,True
SLEADE,chunks_scenario_3,25,1,0.8113207547169812,0.7992202729044834,0.8063831593243358,0.7855199279617885,0.7102417689223667,8.321614265441895,True
SLEADE,chunks_scenario_3,25,2,0.7815699658703071,0.7522862821425824,0.7546110099947727,0.7524809882146838,0.6556359496088442,16.435396909713745,True
SLEADE,chunks_scenario_3,25,3,0.8008658008658008,0.7767232767232767,0.7634830035514968,0.7688762815606625,0.6824979457682827,27.017322301864624,True
SLEADE,chunks_scenario_3,25,4,0.8065573770491803,0.7885679590597624,0.7663853305272879,0.7742352645017441,0.6909562409837191,37.31546950340271,True
SLEADE,chunks_scenario_3,25,5,0.8098958333333334,0.7925744590532572,0.7709830901509888,0.778721495095764,0.696445974920408,47.11197853088379,True
OSNN,chunks_scenario_3,25,1,0.5534591194968553,0.3697257383966244,0.5451998981410746,0.4233018443544759,0.3149047214467775,50.23911213874817,True
OSNN,chunks_scenario_3,25,2,0.4744027303754266,0.2965392759207192,0.4442981931315065,0.3552995971802619,0.1523519687406072,87.76126885414124,True
OSNN,chunks_scenario_3,25,3,0.4913419913419913,0.3003552258221298,0.4398148148148148,0.3569311904201557,0.1708162766542432,148.6399552822113,True
OSNN,chunks_scenario_3,25,4,0.4885245901639344,0.3029146793852676,0.4351581570816476,0.3569233819010803,0.1589739057425041,201.48893284797668,True
OSNN,chunks_scenario_3,25,5,0.5,0.3123024843393276,0.4375745402046325,0.36312507459124,0.1655008488964346,255.7708034515381,True
OSNN,chunks_scenario_3,50,1,0.5583596214511041,0.3659614105123087,0.5324361628709454,0.4217698687036799,0.3110942084103009,66.09544491767883,True
OSNN,chunks_scenario_3,50,2,0.5025641025641026,0.3102469446541935,0.4531672288966483,0.3682956212025979,0.1782041998551773,108.85406446456908,True
OSNN,chunks_scenario_3,50,3,0.5124593716143012,0.3167639551299944,0.4487585115895178,0.3698805872448686,0.1819519314285262,195.14428544044492,True
OSNN,chunks_scenario_3,50,4,0.4971287940935193,0.3062334520415845,0.4157656621424737,0.3437593774381339,0.1363403104448631,220.19919729232788,True
OSNN,chunks_scenario_3,50,5,0.4915254237288136,0.3019940468575425,0.3969007518303293,0.3257710241958839,0.1093782797629415,244.87027788162231,True
SLEADE,chunks_scenario_3,50,1,0.8359621451104101,0.8023486050014464,0.8131032807258524,0.8062985876065984,0.7425420922750132,6.221379280090332,True
SLEADE,chunks_scenario_3,50,2,0.8051282051282052,0.778644294773327,0.7754048724052943,0.7769054513711208,0.6905537459283388,12.013713836669922,True
SLEADE,chunks_scenario_3,50,3,0.8234019501625135,0.8041104688503533,0.7912366291940196,0.7961678844031784,0.7190263999282853,19.718055963516235,True
SLEADE,chunks_scenario_3,50,4,0.8310090237899918,0.8191639149561482,0.7980741725088524,0.8055155537728811,0.731025559180718,26.729130268096924,True
SLEADE,chunks_scenario_3,50,5,0.8350717079530638,0.8243979388778545,0.8025596449042296,0.8103725279396466,0.7374579485025168,33.87780213356018,True
OSNN,chunks_scenario_3,50,1,0.580441640378549,0.3842692154520111,0.5609197565719305,0.441041289933695,0.3498288252166672,57.88097906112671,True
OSNN,chunks_scenario_3,50,2,0.517948717948718,0.3221862191204165,0.4716419088201061,0.3828397985173612,0.205404233798136,95.9507658481598,True
OSNN,chunks_scenario_3,50,3,0.5102925243770314,0.320737062727681,0.4490030645543404,0.3719223334188692,0.1745280498928577,166.8415014743805,True
OSNN,chunks_scenario_3,50,4,0.5151763740771124,0.3338119329059081,0.4466745903943971,0.3747867678080603,0.1731761314142548,215.416161775589,True
OSNN,chunks_scenario_3,50,5,0.5176010430247718,0.3403083594776885,0.4439147706753341,0.3753855924514607,0.1708265584437402,263.11391854286194,True
OSNN,chunks_scenario_3,75,1,0.5831578947368421,0.3829629629629629,0.5658505698607007,0.4439363143631437,0.3511555708865125,67.35342836380005,True
OSNN,chunks_scenario_3,75,2,0.5210946408209807,0.3239276980329612,0.4705760253675513,0.3835566104547623,0.2034514078110808,114.01148700714111,True
OSNN,chunks_scenario_3,75,3,0.5209537572254336,0.3305771125893077,0.4584391977030014,0.3808437158469945,0.1876323561700107,203.01335382461548,True
OSNN,chunks_scenario_3,75,4,0.5191466083150985,0.3399906078918424,0.4495364111414737,0.3778704274318124,0.1763967781915925,276.9816806316376,True
OSNN,chunks_scenario_3,75,5,0.5217391304347826,0.3474091715519901,0.4480607899725546,0.3797026690521192,0.1758861015959797,344.4402496814728,True
SLEADE,chunks_scenario_3,75,1,0.871578947368421,0.8438247047892254,0.8543086859414544,0.8482828899495566,0.7979399991631683,4.479639530181885,True
SLEADE,chunks_scenario_3,75,2,0.8392246294184721,0.8174812067531851,0.8137188935953952,0.8154434239331841,0.7442873745290315,8.997212409973145,True
SLEADE,chunks_scenario_3,75,3,0.8482658959537572,0.8337060448261536,0.8179064105550249,0.8241894691261077,0.7579672043230135,14.359840869903564,True
SLEADE,chunks_scenario_3,75,4,0.8577680525164114,0.8490541988267214,0.8293908493137158,0.8369030606434594,0.7739376692387709,19.33698058128357,True
SLEADE,chunks_scenario_3,75,5,0.8608695652173913,0.8531577129656053,0.8321414373902417,0.8400541430674879,0.7788690111358682,24.872747898101807,True
OSNN,chunks_scenario_3,75,1,0.5747368421052632,0.3791730275381356,0.5600534684114254,0.4382403563835172,0.340359416463859,47.33857345581055,True
OSNN,chunks_scenario_3,75,2,0.5165336374002281,0.3215509720187182,0.4694631035503089,0.3816413224158099,0.1991350569018841,77.28902411460876,True
OSNN,chunks_scenario_3,75,3,0.5209537572254336,0.3315947565854131,0.4645500678220515,0.3849035574046172,0.1929589096758702,160.81194376945496,True
OSNN,chunks_scenario_3,75,4,0.5207877461706784,0.3415189662755726,0.455364111414737,0.382731473782788,0.182901701930937,207.12553477287287,True
OSNN,chunks_scenario_3,75,5,0.5169565217391304,0.3434850663687679,0.4427167331579096,0.3748876808127876,0.1669081968891341,255.6455602645874,True
HAT,chunks_scenario_4,100,1,0.7681940700808625,0.7615927123126653,0.7674236962268686,0.7633647798742138,0.5274165358296057,0.0249996185302734,True
HAT,chunks_scenario_4,100,2,0.7776536312849162,0.7786612203540102,0.7771987811126754,0.7757509661160759,0.6620064977948489,0.5159173011779785,True
HAT,chunks_scenario_4,100,3,0.8184541641701618,0.8118989741728432,0.819166445528566,0.8135420807161333,0.7238413319215233,1.066429853439331,True
HAT,chunks_scenario_4,100,4,0.8205240174672489,0.7997333301593402,0.8120307979151874,0.8021955790918277,0.7218909488902705,1.6429014205932615,True
HAT,chunks_scenario_4,100,5,0.8237597911227154,0.8043753992542358,0.8141269350744711,0.8072103009186149,0.7272193106886584,2.219490528106689,True
OzaBoostADWIN,chunks_scenario_4,100,1,0.7951482479784366,0.7881812796208532,0.792267483777938,0.7898330351818723,0.5798664918345452,0.3239181041717529,True
OzaBoostADWIN,chunks_scenario_4,100,2,0.7865921787709497,0.789144295364391,0.7892586064238287,0.7863560257723989,0.6759447071000422,1.3108277320861816,True
OzaBoostADWIN,chunks_scenario_4,100,3,0.823247453565009,0.8181771633384537,0.8268095015002371,0.8199720932630008,0.7314992100752624,2.210678577423096,True
OzaBoostADWIN,chunks_scenario_4,100,4,0.8244541484716157,0.8046289138841787,0.818301477148608,0.8075223204165137,0.7282866635026104,3.212092161178589,True
OzaBoostADWIN,chunks_scenario_4,100,5,0.8211488250652742,0.8020895063925305,0.8126536239807925,0.8053114612803877,0.7235647716436704,4.143313646316528,True
SRP,chunks_scenario_4,100,1,0.8086253369272237,0.8025727069351231,0.8006639029079547,0.8015609344513,0.6031487758945386,0.2159981727600097,True
SRP,chunks_scenario_4,100,2,0.8748603351955307,0.8706816059757236,0.8714848080238072,0.8696412929198353,0.8096294383080873,0.8101625442504883,True
SRP,chunks_scenario_4,100,3,0.8873576992210904,0.8775389591597508,0.8825331586121906,0.8794771245597367,0.8276938013656128,1.7836439609527588,True
SRP,chunks_scenario_4,100,4,0.9004366812227074,0.8827193509714476,0.8905955278445612,0.885995321530797,0.8436298292902067,2.6027214527130127,True
SRP,chunks_scenario_4,100,5,0.8978459530026109,0.883354196656004,0.8854491380152826,0.8843600663123997,0.8400805206897886,3.5291192531585693,True
SRP,chunks_scenario_4,100,1,0.8086253369272237,0.8025727069351231,0.8006639029079547,0.8015609344513,0.6031487758945386,0.7019002437591553,True
SRP,chunks_scenario_4,100,2,0.8748603351955307,0.8706816059757236,0.8714848080238072,0.8696412929198353,0.8096294383080873,1.2113358974456787,True
SRP,chunks_scenario_4,100,3,0.8873576992210904,0.8775389591597508,0.8825331586121906,0.8794771245597367,0.8276938013656128,2.078425645828247,True
SRP,chunks_scenario_4,100,4,0.9004366812227074,0.8827193509714476,0.8905955278445612,0.885995321530797,0.8436298292902067,2.8996591567993164,True
SRP,chunks_scenario_4,100,5,0.8978459530026109,0.883354196656004,0.8854491380152826,0.8843600663123997,0.8400805206897886,4.009499549865723,True
OSNN,chunks_scenario_4,25,1,0.3440860215053763,0.1720430107526881,0.2962962962962963,0.2176870748299319,0.1159420289855072,22.801830291748047,True
OSNN,chunks_scenario_4,25,2,0.5535714285714286,0.3711185933408155,0.4957926945878753,0.4159470814338071,0.2889566073072406,87.49859499931335,True
OSNN,chunks_scenario_4,25,3,0.5358851674641149,0.3607456140350877,0.4618552515189744,0.3955797008455604,0.2293246659443842,180.6372528076172,True
OSNN,chunks_scenario_4,25,4,0.5522648083623694,0.3682684973302823,0.4743567637986857,0.4049732231355125,0.219307994369119,210.60747718811035,True
OSNN,chunks_scenario_4,25,5,0.5260416666666666,0.3589583807686316,0.4481045751633987,0.3810400529538889,0.1765530648914549,283.78755831718445,True
SLEADE,chunks_scenario_4,25,1,0.7419354838709677,0.7289959016393442,0.7178362573099415,0.7218344965104686,0.4447761194029851,6.071903705596924,True
SLEADE,chunks_scenario_4,25,2,0.7544642857142857,0.7814749088041014,0.761705971756701,0.7582010582010582,0.6298076923076923,15.257428884506226,True
SLEADE,chunks_scenario_4,25,3,0.777511961722488,0.7677469547434871,0.7708223752292138,0.7678275217993012,0.6613497573851608,29.045063972473145,True
SLEADE,chunks_scenario_4,25,4,0.8066202090592335,0.7799639476526269,0.7858614446537079,0.7817988075479662,0.6966476696519118,40.448830127716064,True
SLEADE,chunks_scenario_4,25,5,0.7981770833333334,0.7728556433868886,0.7657999018816567,0.7688581545402072,0.6811357396370454,53.669267416000366,True
OSNN,chunks_scenario_4,25,1,0.3440860215053763,0.174863387978142,0.2962962962962963,0.2199312714776632,0.1208740120874012,17.36965537071228,True
OSNN,chunks_scenario_4,25,2,0.5580357142857143,0.3757020224065182,0.4998087588449034,0.4191332113514871,0.2961117282970957,64.41743779182434,True
OSNN,chunks_scenario_4,25,3,0.5430622009569378,0.3676900584795322,0.4689462159771465,0.4024867747501104,0.241242325749368,124.3174307346344,True
OSNN,chunks_scenario_4,25,4,0.5574912891986062,0.3748410882278159,0.4808226526428722,0.4114139918067694,0.2284211306216196,147.10714745521545,True
OSNN,chunks_scenario_4,25,5,0.5325520833333334,0.3692708333333334,0.4547152194211017,0.3883531783469219,0.1865558912386707,197.52718901634216,True
OSNN,chunks_scenario_4,50,1,0.3709677419354839,0.184,0.3066666666666667,0.2299999999999999,0.1371476150826691,22.695913314819336,True
OSNN,chunks_scenario_4,50,2,0.5334821428571429,0.3586501563259414,0.4747528124192677,0.399023199023199,0.2541719438271163,93.36001682281494,True
OSNN,chunks_scenario_4,50,3,0.5550239234449761,0.3772259083728277,0.4735309112040414,0.4057715822939594,0.2571054555183435,188.92904806137085,True
OSNN,chunks_scenario_4,50,4,0.5658238884045336,0.3828583870053064,0.4801009801009801,0.4120538662531943,0.238294501696217,194.30916094779968,True
OSNN,chunks_scenario_4,50,5,0.5322475570032573,0.3703638741331501,0.4409536541889483,0.3735252813477033,0.1754332018820649,200.15726375579837,True
SLEADE,chunks_scenario_4,50,1,0.8279569892473119,0.8246005202526943,0.8147747747747748,0.8187134502923976,0.637824023366192,4.2860636711120605,True
SLEADE,chunks_scenario_4,50,2,0.8236607142857143,0.831718898385565,0.830250986560435,0.8240346609263444,0.7335962845593935,11.058249950408936,True
