Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
8,3,0.6447876447876448,0.42336819329246306,0.5310778404303584,0.46527777777777785,0.4509375941928489,0.6816253505241726,513.5975403217561
