Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
1,2,0.6361185983827493,0.6241080530071356,0.6243541216053834,0.6242262820272348,0.49230838811932426,0.7150243499111155,567.8612033348375
