Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
1,3,0.5606936416184971,0.37193362193362195,0.5210526315789473,0.4316660581720823,0.4167988173080162,0.7679085279418048,521.8194029660208
