Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
2,3,0.5388888888888889,0.5630577636459989,0.5573057620227432,0.5341856364375129,0.42927916073579203,0.7151361740516916,559.2142859203564
