Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
4,3,0.5743243243243243,0.38029039233858514,0.520074048362837,0.4382716049382716,0.4349287010507859,0.719159197151601,1104.3054822255212
