Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
3,3,0.6179001721170396,0.4068752036493972,0.5433135561178489,0.46323996588420524,0.4523745360616919,0.6834686888778423,1425.7954316578719
