Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
5,2,0.7536231884057971,0.7884414656924683,0.7884414656924683,0.7536231884057971,0.554168475401664,0.6428178091979649,481.8148874651378
