Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
8,3,0.5573770491803278,0.3663761801016703,0.4480286738351254,0.4017645437000275,0.4310874034835533,0.7611877920557579,466.22922009311475
