Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
8,3,0.5659340659340659,0.37341284329236135,0.4602698650674662,0.4102583144579357,0.4310874034835533,0.7611877920557579,466.22922009311475
