Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
7,3,0.5319148936170213,0.3538812785388128,0.45654121863799285,0.3978714346530438,0.3492095490237628,0.8122245843431225,346.8318110494594
