Component1,Component2,Cluster,Classe,Similarity
116.78329571523318,35.37014137562153,0,1,0.4512919491371683
313.36495240579234,-26.808192272062172,1,1,0.08779761028514221
239.82200015945705,56.811071173762116,0,-1,0.1311092738691565
389.2617079629472,41.237067694571635,1,-1,0.33171983914201375
504.9673888011323,54.72379868196663,1,1,0.6642963381513005
679.9782219515373,41.06601307072896,1,1,0.6438764434624407
680.4053373374438,38.09833929804887,1,-1,0.6552903468844109
74.64310391401364,32.84992770743037,0,-1,0.5334251547231803
-91.03348138316915,18.37302953903884,0,1,0.3437129831183181
658.2080665759081,-11.699353276883187,1,1,0.6932647820577011
554.729502631043,-17.157747073254484,1,-1,0.82259830412667
327.315169420606,56.51701108160415,1,-1,0.1249658578728634
614.1983368193264,44.66627745160281,1,1,0.8206494432537208
699.4537119975705,40.2507548882038,1,1,0.6469853534320593
649.5182145310105,32.24806389146437,1,-1,0.7648698525329165
70.7531355835581,5.189395228463013,0,-1,0.724993726143133
233.2852728733908,16.347851756900127,0,1,0.1724903260139672
640.4898713371015,-7.075975399745971,1,1,0.7235282118789443
72.91314976965259,35.59911517398842,0,-1,0.5771623923612141
97.23839840281198,25.357270044649454,0,-1,0.4978950313289823
393.50277402267284,58.301478183108486,1,1,0.343203511567191
56.54251240450708,52.952156711164776,0,1,0.6340807021039654
127.34131098312514,-30.44197107817297,0,-1,0.5229373946542224
179.53456150557167,-33.26230283949701,0,-1,0.33049788301739347
254.8572081060222,-7.396672848356616,0,1,0.11283143784850769
124.65149299325071,-6.0514067545904595,0,1,0.5285578576516845
88.6617345122063,-20.493991526807747,0,-1,0.6591573411484521
-61.11721718072249,-51.176704809223,0,-1,0.46714727052565097
165.01268432268398,-40.38855059768781,0,1,0.34660156202467984
54.621679741070466,-63.08306840804357,0,1,0.5875145305560185
97.0419888484978,-47.05232268687678,0,-1,0.5454095035691733
-45.31593305234219,-44.25745134228498,0,-1,0.5282512070168139
-368.0353219806335,-49.65704961299804,2,1,0.7182851880585248
-474.09279531483537,4.944453061709851,2,3,0.6645745091960409
-664.9888554049634,-12.510353209579193,2,-1,0.38098864555473977
-491.21805712331695,-21.769842014658252,2,-1,0.6498078675793786
-525.4094682047773,-20.505207195180503,2,3,0.5796237274878402
-392.5888107085882,4.511492835734941,2,3,0.8514308021232115
-282.3954544373488,-1.2738758004513215,2,-1,0.6186073124196385
-317.92314539673964,8.55705743075572,2,-1,0.7795429973997479
-291.2698141769365,0.394045729917309,2,3,0.6718554134695682
-460.1746103204107,-3.2699023648057164,2,3,0.7099864225379955
-451.9514992081762,0.9950249775661177,2,-1,0.7241086848894691
-690.5800978841486,10.936746924724105,2,-1,0.3603902557953387
-432.61359330342805,41.86455199803828,2,3,0.8105383986011787
-255.44908993404476,34.61063187863925,2,3,0.4849012676225086
91.6017071895626,36.21159839514263,0,-1,0.6963524636278247
12.916980314496868,49.7403133448928,0,-1,0.8042029632788177
-79.23930824378772,20.903432591290766,0,3,0.4934820186836826
-751.3179997691091,12.300628714673962,2,3,0.30833672317891136
-107.66647835899562,42.7812505931318,0,-1,0.32451765647592334
-304.71747694673456,50.366449583845906,2,-1,0.5994713835776366
200.5918062342589,63.72107728038418,0,3,0.25706076331040073
56.89920920221857,51.872011755130075,0,3,0.6812976251651686
-245.44822223215647,71.8683831809106,2,-1,0.36744035933982433
-504.72121204086466,-19.369568884822797,2,-1,0.5975115027162714
-92.92288474876545,-1.8972012641089009,0,3,0.38626168855280185
-1.0137824189337152,-24.087066122352496,0,3,0.8426150404755999
-285.0489483804279,-27.525545849488196,2,-1,0.6235543145955913
-456.5875374190898,-59.16939469145302,2,-1,0.70075184761927
-402.11665280435284,-58.59280921573799,2,3,0.819685659536453
-595.6041341623975,-65.64048845545153,2,3,0.452265121352599
-494.61575711406863,-75.09684861802776,2,-1,0.5927973752720677
-240.02210211131376,32.985173300355086,2,-1,0.38448968166105835
-179.08487204053847,5.826798104669308,2,3,0.09816999551758754
15.232643007261004,16.593518938404543,0,3,0.8281690425069059
-26.93089273411738,22.702213974624215,0,-1,0.7374853674651141
33.162547031216036,18.8101047384813,0,-1,0.867808638898224
-416.73446305974994,-0.5998907997571337,2,3,0.7711098245631214
-349.3925655789876,34.593569070716,2,3,0.8210782451135663
-269.4372071196798,15.138238901782415,2,-1,0.5027056983458276
-57.32027803922142,-15.122717239293593,0,-1,0.5061275439001856
-167.43512140830637,2.4678362269560807,0,3,0.08034958458842956
-305.2798550828427,-3.2594639317695737,2,3,0.7132633837649862
-658.1493881739261,49.30116038159264,2,-1,0.37826596561523673
-245.47283641566935,-52.837141209802155,2,-1,0.36565025480368707
-125.10207046842629,-42.573965063370395,0,1,0.2214888768143064
-310.8401052253255,-61.050281041295875,2,1,0.578779238770297
-713.8437012229899,-25.00518115313446,2,-1,0.3349616977519607
-154.9900111359516,2.4840689106238756,0,-1,0.13168791930327117
-449.5736466699509,-13.966022222720028,2,3,0.7535445242604975
-510.9188694864322,-33.78270079178952,2,3,0.6119983711753418
-252.16829227107337,-43.5503321886394,2,-1,0.4502044997976997
-537.0599185932775,-13.913933784065648,2,-1,0.5399487271091608
-105.23243262056008,69.98014315657304,0,3,0.3259069020253895
-186.46846441557318,46.21776806923077,2,3,0.13215861375926719
-380.7772027668002,65.95046097587459,2,-1,0.7871632472881627
-368.86131633911964,33.54419301311998,2,-1,1.0
-660.6435482098179,38.363228704091966,2,3,0.38547396223963526
-479.78895537202436,44.402678866707674,2,3,0.6603179908082288
-671.2700179710092,21.38319216907155,2,-1,0.3731084193010086
-671.6439884917853,20.278232790382617,2,-1,0.37282689860941787
-574.5614097399083,25.863486576152184,2,3,0.49057822397996587
-461.4493698712097,46.650232393972715,2,3,0.7044008212264998
-589.6340582333057,13.093493688690103,2,-1,0.4645584226635191
-479.7958803247925,103.15456277312359,2,-1,0.5404962490639287
-559.0406381826348,98.76942207421786,2,1,0.4412563139557495
-544.6937604434728,114.95261015907772,2,1,0.4470405086146587
-520.6719696902262,115.69496956980146,2,-1,0.4819982264495295
-308.23959398162276,90.1993185613315,2,-1,0.5048207098016109
-186.85628244801126,18.873660777630107,2,3,0.1368479751843792
331.5156676998474,60.885230014613285,1,3,0.14932848684720712
399.0818147090158,21.00092731349463,1,-1,0.4094585031270499
-64.75742280801137,18.52475589849155,0,-1,0.5364174351553592
-66.28688918524722,36.91096729894758,0,3,0.5466887444014372
-235.7650287695219,26.53876240347364,2,3,0.3776414219694708
-306.1610147583242,-12.121789758475757,2,-1,0.7382164926563592
-102.81969407824181,18.122986267176316,0,-1,0.3519922338687036
-3.536157320541861,-13.81420436548484,0,3,0.6331771407644518
53.04207565161914,-4.468120992319541,0,3,0.710376178062744
53.15832844666738,20.42125322798313,0,-1,0.7899020952496274
24.943918603636348,5.045232769577467,0,-1,0.8051549067244712
189.27879045873783,15.926583708756425,0,3,0.31265859697902565
-542.078152299473,-21.986842407172503,2,3,0.534383260331128
-76.65377219551715,-5.208723927075141,0,-1,0.4509942395483306
-172.3019279830212,-41.66819117048283,2,-1,0.06763713575040953
-170.67501591731866,-40.59857223905425,0,3,0.06575642384226488
-153.12484112986147,-35.5474887740055,0,3,0.14300282242316265
-60.2681313791561,-55.39259380588453,0,-1,0.5389580280959465
-204.47488203273008,-61.51082352344247,2,-1,0.20842522201443603
-229.56524538605447,-79.59862644904621,2,3,0.29588012361919436
137.68627208108387,-51.506517830099085,0,1,0.4227105099877173
249.99205778713485,-49.733846534665076,0,-1,0.10500159481038218
260.03032066853143,-5.55531918015231,0,-1,0.07146860942490252
8.77546210724563,-17.226701112906767,0,1,0.49454372900617294
215.61710734047733,-76.93691341336654,0,1,0.19257808351855532
352.70751029102144,-54.472924622929554,1,-1,0.1952086499591812
174.5125733691052,-57.16439342390714,0,-1,0.29660776584050197
116.35584723079205,-69.94571326325047,0,1,0.44226533878306173
15.47187230820964,-3.12800008556286,0,1,0.8335223032200796
31.480379171568757,11.66235271075027,0,-1,0.7914880201819361
285.35795315562723,12.757963718984058,0,-1,0.021507747121144116
121.45764155792449,19.664913642535566,0,1,0.5102058720038909
-196.5165858125124,69.91929662281859,2,1,0.1211066407613769
-231.8566212386172,28.23610173942882,2,-1,0.2897442549907896
603.6151014442823,71.21823382008853,1,-1,0.6941008678846183
497.40871207735904,71.30297004146303,1,2,0.6456053461439666
710.2453207347612,83.49106803974655,1,2,0.5819250083254659
246.87435776288294,48.349793375129025,0,-1,0.1191977527600292
-208.73264912955676,60.20802446626942,2,-1,0.20019205235836957
-406.24581759794876,36.07194811675873,2,2,0.6535305559689828
577.3257121957017,24.18561823842981,1,2,0.7812515134361455
607.7269319717363,38.31003569911621,1,-1,0.7768294128319098
565.6080774163054,22.979927069415453,1,-1,0.7907505003306412
-342.54496236090995,3.7856860506489056,2,2,0.6256825866200928
-465.9650413993569,55.807361481873386,2,2,0.5819308873998554
94.94266607491386,36.98726980222733,0,-1,0.5837207203452106
12.579144333770955,32.26384127118723,0,-1,0.6826874500513678
211.79261841452353,12.08765262935691,0,2,0.23286747019908693
14.300485805177459,26.360977161859978,0,2,0.6124497015871104
-337.1065157121516,33.529673407619896,2,-1,0.6488744805553117
-408.70444970526387,23.332511948474917,2,-1,0.7348407970954078
128.93245891313018,123.3810088169435,0,1,0.3661428619396154
-221.77562678524293,100.01235528986132,2,1,0.23589635220503924
-197.7997775625596,24.755849126528858,2,-1,0.17907845917611387
-218.2877648305631,20.592754993115534,2,-1,0.27235419443719766
-131.0094868619234,129.0050294830968,0,1,0.16619427758117267
26.259485563325597,102.90754747339099,0,1,0.5454014390299455
-22.548472186400886,93.85623982728629,0,-1,0.5481305436977622
-304.7425952996746,-1.0937934867059766,2,-1,0.7109419571277795
-223.9712147693126,10.273642436917783,2,1,0.29768037793574
-193.31041767027966,36.2987959071271,2,1,0.15908677767070833
-74.66634726583084,34.88723412188335,0,-1,0.4820732647964796
-511.84857436389905,17.643594257247514,2,-1,0.5854474841677069
-465.672769969334,31.055936761131477,2,1,0.6016144026366115
-410.37450222357245,73.93341649367801,2,1,0.7065960409983805
-442.258654148692,30.437638328894423,2,-1,0.6635693664499478
-91.34353325635834,64.40552733324597,0,-1,0.391699709763355
165.21835941258087,55.78349379954915,0,3,0.38831132720375616
97.87419033102924,68.65677289651506,0,3,0.6003503951054245
-246.5022400536593,71.12455778607654,2,-1,0.3961496214590303
-507.30242954830214,74.87563019589635,2,-1,0.5799034594462351
-652.780179035156,48.33644210395704,2,3,0.39379726837339746
-110.26820173231681,35.63351901019496,0,3,0.3157798981556994
-458.3262054667922,8.826186086991129,2,-1,0.7019706959306162
-328.23482634115965,18.59508393743971,2,-1,0.7520545253215534
-270.11276952314756,9.206653626717525,2,3,0.4851646114718411
-521.8727956063967,20.91503622217283,2,3,0.5545596492042055
-362.419198674741,14.623606742615664,2,-1,0.830110827614003
-264.1090577093812,-3.914382709667848,2,-1,0.5324834575883668
-406.54042512744013,-24.311934828202197,2,3,0.896791858241762
-534.2812325973368,-52.86121685796036,2,3,0.5488711954730261
-593.4605746004895,-35.99474156405279,2,-1,0.4640135959260854
-624.5816646081778,-30.65511948326963,2,-1,0.42427375806576206
-648.9496725590925,2.5476777268289084,2,1,0.3896267310556314
-39.417179461624755,-20.70818273636047,0,1,0.642487904028149
-8.607393495747829,108.95203812441116,0,-1,0.487608205998866
-397.2581227576976,59.568480402484056,2,-1,0.7596271787553668
-481.50330089496515,39.67646360456632,2,1,0.6498628481618125
-530.498525550485,40.42527903950969,2,1,0.5557406484728706
-355.01590662468413,34.61088720113088,2,-1,0.8787027199149948
-307.62341286365097,38.50680723651641,2,-1,0.7368857577671188
-252.41597748538413,100.17328872023432,2,3,0.31451400749550396
-607.5625061379516,61.13638862780084,2,3,0.4318938686772067
107.53075699214901,70.47427262553208,0,-1,0.5492392292755017
-556.7217298865146,17.06238430573501,2,-1,0.5134602962552479
-498.12100114043733,-34.586929553102266,2,3,0.5627108159965382
-346.5222599170294,49.76695122800271,2,3,0.6755524357197646
-542.2455001205512,58.26005514340147,2,-1,0.4962235059443967
-615.9960307594611,33.18822691264984,2,-1,0.43060662730436317
-398.13058376808476,37.177050810757464,2,3,0.7342858123794316
-334.0399289442363,43.01351119812517,2,3,0.6554312305531085
-388.1147551551426,20.90948348314896,2,-1,0.8117185109377851
-602.4406551716464,-42.24185039165525,2,-1,0.45328562660054716
-205.05360167331696,96.95286154697072,2,3,0.15629009963171026
-277.00077338536505,105.43912314749065,2,3,0.37823107558576696
-35.305556808169285,40.024072919960815,0,-1,0.6998953168175408
25.09136980898961,42.1408380661037,0,-1,0.8667077334042053
-235.7245684242655,33.77609574309923,2,3,0.3776549908168201
-377.3574054254369,21.138913762936568,2,3,0.9697946916121778
-535.5408281584226,-4.253400105201706,2,-1,0.521216661860274
-436.87671112580153,13.31647038617649,2,-1,0.6958785156453684
-144.2759464203939,0.43670983684359044,0,3,0.15521271793524405
-421.53731477521364,4.507741128756095,2,3,0.8503346975779038
-238.0464104969284,9.65668730201105,2,-1,0.40134996929769895
-351.84145731608703,-28.18105673618402,2,-1,0.9127743356256528
-319.30148936604405,-50.43068955719997,2,3,0.6969214074337378
-434.29187395301153,-56.90415035885934,2,3,0.7176726728292373
-609.7711128770011,-74.56974855922891,2,-1,0.42047286251224514
70.36936800304784,-32.34906390509502,0,-1,0.49882051985866105
212.97279981547467,-2.0077405200665908,0,1,0.16618968034139137
65.3786474826959,-29.61047573351823,0,1,0.5308448969822033
-228.5977064589223,10.37629155423798,2,-1,0.20182789330273576
-182.11198942345015,-9.948246475085284,2,-1,0.06872647228581075
-86.3001138618481,-25.603987458882784,0,1,0.2765460951102583
-142.46065855044822,-25.404452358050207,0,1,0.11783392786998892
65.98797355234706,-39.115646377036114,0,-1,0.4101110752118329
23.96769514500852,-49.71454969846394,0,-1,0.3964169644064661
83.40836924286828,-39.052633916399714,0,1,0.37199331372545275
235.12579451214924,-45.80479951062847,0,1,0.1134442875016326
129.60478078225515,-92.62943873631747,0,-1,0.31523595091385426
-356.46741541732376,88.28169694396985,2,-1,0.5465187010875621
-480.063058762579,89.3974890763725,2,1,0.5259535475970858
-554.9462322567083,-76.56538890507443,2,1,0.4533475652476846
-479.7821021877072,-102.87068142852516,2,-1,0.5400814770606239
-612.9308821550173,-87.4367798410471,2,-1,0.3991120516912221
-603.4755434531561,-104.94315905066182,2,1,0.40810613789694483
-420.57822122608616,8.076154946345525,2,3,0.8665044838278739
