Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
7,3,0.5308056872037915,0.35295888266811143,0.4603174603174603,0.3990599476036369,0.3492095490237628,0.8122245843431225,346.8318110494594
