Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
5,3,0.5826271186440678,0.3809277334122054,0.5154600301659125,0.43730267785575244,0.45851067960835534,0.6734538561136252,942.753004837457
