Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
2,3,0.5527777777777778,0.37255277697933636,0.5123449306986706,0.4310620669952146,0.42927916073579203,0.7151361740516916,559.2142859203564
