Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
5,3,0.5569620253164557,0.3617314585056521,0.4903359173126615,0.41534391534391535,0.45851067960835534,0.6734538561136252,942.753004837457
