Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
5,3,0.625,0.6215415019762845,0.6328928928928929,0.6237597478015596,0.4249477352110215,0.7215733269075487,562.7229693544045
