Chunk #,Clusters used,Accuracy,Precision,Recall,F-Score,Silhouette,Davies,Calinski Harabasz Score
5,3,0.5968253968253968,0.3899724931232808,0.5263104013104013,0.44735413964697335,0.45851067960835534,0.6734538561136252,942.7530048374571
